"site_no","date","sscmgmL","portal","channel","station_nm","site_code","lat","lon","drainage_area_km2","elevation_m","dist2river_m","dist_downstream_km"
"USGS-02335000","1994-11-17","14","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR NORCROSS, GA","STREAM","33.99722220000000","-84.2019444000000","3030.28608789116","267.67536","22.5368466482004","18.0810104921371"
"USGS-02338000","1993-11-17","11","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-28","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-03-29","40","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02338000","1992-12-18","496","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-03","24","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1993-08-25","24","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-31","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-03-03","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02339500","1994-03-18","7","WQP","MAIN STEM","CHATTAHOOCHEE RIVER AT WEST POINT, GA","STREAM","32.88663889000000","-85.1815833000000","9194.45778804581","168.182544","71.8242621220792","233.242670785033"
"USGS-02338000","1994-06-24","64","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1993-04-03","60","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-03-05","17","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-12-01","15","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-29","15","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-03-31","30","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02338000","1994-09-14","34","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1993-11-29","27","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-12-01","9","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1992-11-17","11","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02335000","1993-07-20","4","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR NORCROSS, GA","STREAM","33.99722220000000","-84.2019444000000","3030.28608789116","267.67536","22.5368466482004","18.0810104921371"
"USGS-02338000","1994-02-17","24","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1993-01-28","42","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02343801","1994-03-14","6","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","LAKE, RESERVOIR, IMPOUNDMENT","31.25925000000000","-85.1110556000000","21263.8023774243","0","11.3217698850962","465.886118690003"
"USGS-02359170","1993-04-03","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-12-01","14","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-28","14","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1993-12-01","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02335000","1994-06-23","4","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR NORCROSS, GA","STREAM","33.99722220000000","-84.2019444000000","3030.28608789116","267.67536","22.5368466482004","18.0810104921371"
"USGS-02358000","1994-03-28","15","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1993-01-27","15","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-06","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-02","14","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-06-07","69","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-05","18","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-02-09","120","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1994-12-28","38","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-11-30","28","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-01-28","51","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-31","57","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-03-24","12","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02343801","1993-06-09","9","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","LAKE, RESERVOIR, IMPOUNDMENT","31.25925000000000","-85.1110556000000","21263.8023774243","0","11.3217698850962","465.886118690003"
"USGS-02358000","1994-03-05","19","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-12-01","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-31","12","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-06-27","372","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02342111","1994-03-18","11","WQP","MAIN STEM","CHATTAHOOCHEE R AT EDDY BRIDGE AT FORT BENNING","STREAM","32.32209239000000","-84.9999306000000","13538.7484433136",NA,"29.2154903024287","319.426618418421"
"USGS-02358000","1994-12-01","24","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-28","12","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-01-28","22","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-01-28","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-03-06","17","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-03-17","39","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-31","70","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-03-03","23","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-03-11","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-11","21","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-12-01","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-06-29","170","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02338000","1994-06-27","28","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1993-01-28","38","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-03-27","44","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-04-03","47","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-01-27","15","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02343801","1994-02-09","12","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","LAKE, RESERVOIR, IMPOUNDMENT","31.25925000000000","-85.1110556000000","21263.8023774243","0","11.3217698850962","465.886118690003"
"USGS-02338000","1994-10-18","16","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02335000","1994-02-16","29","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR NORCROSS, GA","STREAM","33.99722220000000","-84.2019444000000","3030.28608789116","267.67536","22.5368466482004","18.0810104921371"
"USGS-02359170","1994-03-17","22","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-31","48","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-03","81","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-01-28","28","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-17","25","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-06","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02343801","1994-09-01","5","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","LAKE, RESERVOIR, IMPOUNDMENT","31.25925000000000","-85.1110556000000","21263.8023774243","0","11.3217698850962","465.886118690003"
"USGS-02359170","1994-03-06","73","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02343801","1994-07-20","41","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","LAKE, RESERVOIR, IMPOUNDMENT","31.25925000000000","-85.1110556000000","21263.8023774243","0","11.3217698850962","465.886118690003"
"USGS-02358000","1993-12-01","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-05-10","32","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-02","14","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-07-26","226","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-03","29","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-29","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-06-27","580","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02343801","1994-05-09","9","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","LAKE, RESERVOIR, IMPOUNDMENT","31.25925000000000","-85.1110556000000","21263.8023774243","0","11.3217698850962","465.886118690003"
"USGS-02358000","1994-12-01","12","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-08-30","70","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1994-03-31","53","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02338000","1994-06-07","68","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02359170","1994-03-29","37","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-03","47","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-03-06","97","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02338000","1994-08-30","73","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02335000","1994-01-20","83","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR NORCROSS, GA","STREAM","33.99722220000000","-84.2019444000000","3030.28608789116","267.67536","22.5368466482004","18.0810104921371"
"USGS-02358000","1994-03-03","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-31","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02338000","1994-03-07","34","WQP","MAIN STEM","CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA","STREAM","33.47652778000000","-84.9011944000000","6293.67110562009","207.93456","12.9277412023594","134.996364015542"
"USGS-02358000","1994-03-18","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-03-08","24","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-01-28","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-03-28","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-02","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-03-12","8","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-08-12","14","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-07-13","83","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359000","1993-06-10","8","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1991-05-24","7","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1990-08-24","6","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02343400","1994-05-12","9","WQP","TRIBUTARY","FOSTER CREEK AT STATE HIGHWAY 95 NEAR HALEBURG, AL","STREAM","31.36073004000000","-85.1110409000000","38.0728252068376",NA,NA,"NULL"
"USGS-02342500","1994-05-13","12","WQP","TRIBUTARY","UCHEE CREEK NEAR FORT MITCHELL, AL.","STREAM","32.31681467000000","-85.0149310000000","833.976171197395","61.496448",NA,"NULL"
"USGS-02343750","1994-05-12","20","WQP","TRIBUTARY","OMUSEE CREEK AT COLUMBIA, AL","STREAM","31.28350978000000","-85.1165966000000","455.837907238328",NA,NA,"NULL"
"USGS-02359000","1994-09-07","10","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1992-08-14","7","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1991-05-24","10","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1991-05-24","7","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02342920","1993-06-18","13","WQP","TRIBUTARY","NORTH FORK COWIKEE CREEK NEAR GLENVILLE AL","STREAM","32.09015480000000","-85.2093799000000","295.258644461189","64.008",NA,"NULL"
"USGS-02342920","1994-05-13","9","WQP","TRIBUTARY","NORTH FORK COWIKEE CREEK NEAR GLENVILLE AL","STREAM","32.09015480000000","-85.2093799000000","295.258644461189","64.008",NA,"NULL"
"USGS-02342500","1993-06-18","8","WQP","TRIBUTARY","UCHEE CREEK NEAR FORT MITCHELL, AL.","STREAM","32.31681467000000","-85.0149310000000","833.976171197395","61.496448",NA,"NULL"
"USGS-02359000","1990-06-25","14","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1993-09-02","6","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02343370","1993-06-09","23","WQP","TRIBUTARY","ABBIE CREEK BELOW HALEBURG, ALA","STREAM","31.41128437000000","-85.0979850000000",NA,NA,NA,"NULL"
"USGS-0235878075","1994-05-12","15","WQP","TRIBUTARY","COWARTS CREEK ABOVE COTTONWOOD, AL.","STREAM","31.10545860000000","-85.2546545900000","112.664482754928",NA,NA,"NULL"
"USGS-02359000","1994-05-09","11","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1991-09-04","9","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1990-02-16","16","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02359000","1991-01-28","26","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02343750","1994-03-16","10","WQP","TRIBUTARY","OMUSEE CREEK AT COLUMBIA, AL","STREAM","31.28350978000000","-85.1165966000000","455.837907238328",NA,NA,"NULL"
"USGS-02359000","1992-01-17","19","WQP","TRIBUTARY","CHIPOLA RIVER NR ALTHA, FLA.","STREAM","30.53408319000000","-85.1651996000000","2022.78071337008","6.08076",NA,"NULL"
"USGS-02342920","1994-03-17","8","WQP","TRIBUTARY","NORTH FORK COWIKEE CREEK NEAR GLENVILLE AL","STREAM","32.09015480000000","-85.2093799000000","295.258644461189","64.008",NA,"NULL"
"USGS-0235878075","1994-03-16","8","WQP","TRIBUTARY","COWARTS CREEK ABOVE COTTONWOOD, AL.","STREAM","31.10545860000000","-85.2546545900000","112.664482754928",NA,NA,"NULL"
"USGS-02343400","1994-03-16","6","WQP","TRIBUTARY","FOSTER CREEK AT STATE HIGHWAY 95 NEAR HALEBURG, AL","STREAM","31.36073004000000","-85.1110409000000","38.0728252068376",NA,NA,"NULL"
